gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Avg_Monthly_Charge,Tenure_Group
Male,0,Yes,Yes,10,Yes,Yes,No,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,108.42,1124.92,0,112.492,0-1 Yr
Male,1,Yes,Yes,9,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,46.05,390.85,0,43.42777777777778,0-1 Yr
Female,0,Yes,Yes,16,Yes,No,No,No,No,No,Yes,No,No,One year,No,Electronic check,32.12,492.02,0,30.75125,1-2 Yrs
Male,0,Yes,No,67,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),30.22,2016.04,0,30.090149253731344,5+ Yrs
Male,0,No,Yes,47,Yes,Yes,No,Yes,No,No,Yes,No,No,One year,No,Mailed check,89.4,4165.74,0,88.63276595744681,2-4 Yrs
Female,0,No,Yes,51,Yes,No,No,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,18.62,950.35,0,18.6343137254902,4-5 Yrs
Male,0,Yes,No,24,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,66.07,1602.18,0,66.75750000000001,2-4 Yrs
Female,0,Yes,No,20,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,30.12,631.0,0,31.55,1-2 Yrs
Female,0,Yes,No,64,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Mailed check,104.67,6720.03,1,105.00046875,5+ Yrs
Male,0,No,Yes,62,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,115.76,7141.88,1,115.1916129032258,5+ Yrs
Female,1,Yes,No,50,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),115.79,5785.11,1,115.70219999999999,4-5 Yrs
Male,1,Yes,Yes,35,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),63.08,2161.66,0,61.761714285714284,2-4 Yrs
Female,0,No,Yes,65,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),83.74,5394.88,1,82.99815384615385,5+ Yrs
Female,0,No,Yes,14,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,79.17,1102.39,1,78.74214285714287,1-2 Yrs
Male,1,Yes,No,38,Yes,No,No,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,53.7,2015.9,0,53.050000000000004,2-4 Yrs
Female,0,Yes,No,69,Yes,Yes,No,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,63.29,4385.35,0,63.55579710144928,5+ Yrs
Female,0,Yes,No,0,No,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,24.56,0.0,0,24.56,0-1 Yr
Female,1,No,No,22,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),99.16,2221.06,0,100.95727272727272,1-2 Yrs
Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),42.56,1643.35,0,43.24605263157895,2-4 Yrs
Female,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.97,3593.14,0,64.16321428571429,4-5 Yrs
Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,67.02,2198.82,0,66.6309090909091,2-4 Yrs
Female,1,No,Yes,40,Yes,No,No,No,No,Yes,No,No,No,Two year,No,Mailed check,75.19,2984.9,0,74.6225,2-4 Yrs
Male,1,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),101.42,1205.65,0,100.47083333333335,1-2 Yrs
Female,1,Yes,No,69,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,88.57,6077.34,0,88.07739130434783,5+ Yrs
Male,0,Yes,No,5,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),85.63,387.92,1,77.584,0-1 Yr
Male,1,No,Yes,51,No,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),71.73,3660.33,0,71.77117647058823,4-5 Yrs
Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,27.79,77.62,1,38.81,0-1 Yr
Female,0,No,No,62,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.0,3678.19,0,59.325645161290325,5+ Yrs
Female,0,No,Yes,48,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,115.65,5546.29,0,115.54770833333333,4-5 Yrs
Male,0,No,Yes,46,Yes,Yes,No,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,119.55,5501.53,0,119.59847826086956,2-4 Yrs
Female,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),92.51,4997.17,0,92.54018518518518,4-5 Yrs
Male,0,No,No,63,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),41.21,2615.39,0,41.51412698412698,5+ Yrs
Male,0,No,Yes,64,Yes,No,No,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,28.39,1771.75,0,27.68359375,5+ Yrs
Male,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,60.31,4001.45,0,60.6280303030303,5+ Yrs
Female,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),105.37,1483.4,0,105.95714285714287,1-2 Yrs
Female,0,Yes,No,31,Yes,No,No,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,91.63,2810.34,0,90.65612903225806,2-4 Yrs
Male,0,Yes,Yes,67,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,108.16,7201.63,0,107.48701492537313,5+ Yrs
Male,0,No,Yes,17,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),80.81,1334.62,0,78.5070588235294,1-2 Yrs
Female,0,Yes,No,42,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),31.29,1316.65,1,31.348809523809525,2-4 Yrs
Male,0,No,No,34,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,29.71,1035.98,0,30.47,2-4 Yrs
Female,0,No,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,22.9,1288.77,0,22.61,4-5 Yrs
Male,0,Yes,No,32,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,75.84,2414.79,0,75.4621875,2-4 Yrs
Female,0,No,No,13,Yes,No,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),42.77,599.42,0,46.10923076923076,1-2 Yrs
Male,1,Yes,Yes,33,No,No,No,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),92.91,3037.33,0,92.04030303030302,2-4 Yrs
Female,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,88.0,5240.37,0,87.3395,5+ Yrs
Male,0,Yes,No,3,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),50.45,135.69,0,45.23,0-1 Yr
Female,0,No,No,58,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),36.03,2114.33,0,36.45396551724138,4-5 Yrs
Female,1,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,28.44,808.93,1,28.89035714285714,2-4 Yrs
Male,0,No,No,5,Yes,No,No,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,93.21,457.63,0,91.526,0-1 Yr
Male,1,Yes,No,48,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),63.94,3115.6,0,64.90833333333333,4-5 Yrs
Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),51.0,2012.5,1,51.6025641025641,2-4 Yrs
Male,1,Yes,Yes,64,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),105.38,6700.51,1,104.69546875,5+ Yrs
Female,0,No,Yes,68,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),78.55,5365.86,0,78.90970588235294,5+ Yrs
Male,1,No,Yes,26,No,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.84,1794.24,0,69.00923076923077,2-4 Yrs
Female,0,No,No,5,Yes,No,No,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,93.82,484.13,0,96.826,0-1 Yr
Female,0,Yes,Yes,12,Yes,Yes,No,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),101.19,1185.33,0,98.77749999999999,1-2 Yrs
Female,0,Yes,No,63,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),87.98,5562.38,0,88.29174603174603,5+ Yrs
Female,0,No,No,61,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),62.88,3816.66,1,62.56819672131147,5+ Yrs
Female,0,No,No,18,Yes,No,No,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),56.69,1057.72,0,58.76222222222222,1-2 Yrs
Female,1,No,Yes,42,Yes,Yes,No,Yes,No,No,No,Yes,No,Two year,No,Electronic check,96.71,4045.51,0,96.32166666666667,2-4 Yrs
Male,1,No,No,19,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),70.83,1357.74,0,71.46,1-2 Yrs
Male,0,No,Yes,67,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),89.85,5998.54,1,89.53044776119403,5+ Yrs
Male,0,No,Yes,43,Yes,No,No,No,Yes,No,No,No,No,Two year,No,Electronic check,108.82,4720.98,0,109.79023255813952,2-4 Yrs
Female,0,Yes,No,22,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,111.42,2479.34,0,112.69727272727273,1-2 Yrs
Female,0,No,No,1,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,46.33,20.66,0,20.66,0-1 Yr
Female,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),37.16,825.24,0,39.29714285714286,1-2 Yrs
Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,44.65,2486.12,0,44.394999999999996,4-5 Yrs
Male,0,No,No,71,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),94.64,6734.63,1,94.85394366197183,5+ Yrs
Male,0,No,Yes,6,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),55.75,358.79,1,59.79833333333334,0-1 Yr
Female,0,Yes,No,55,No,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),35.69,1915.24,0,34.822545454545455,4-5 Yrs
Male,0,No,No,66,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),28.04,1896.54,0,28.735454545454544,5+ Yrs
Male,0,No,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,51.39,755.29,0,50.352666666666664,1-2 Yrs
Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),31.89,1563.48,1,31.2696,4-5 Yrs
Male,1,Yes,Yes,71,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),33.95,2445.52,0,34.44394366197183,5+ Yrs
Female,0,Yes,Yes,11,Yes,No,No,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),87.76,985.65,1,89.60454545454546,0-1 Yr
Male,0,No,Yes,52,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,20.01,999.19,1,19.21519230769231,4-5 Yrs
Female,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),29.99,81.66,0,20.415,0-1 Yr
Female,0,No,No,26,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,104.13,2728.9,0,104.95769230769231,2-4 Yrs
Female,1,Yes,No,11,Yes,No,No,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,104.18,1103.46,1,100.31454545454545,0-1 Yr
Female,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,51.58,867.0,1,54.1875,1-2 Yrs
Male,0,Yes,No,5,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),26.97,159.0,0,31.8,0-1 Yr
Female,0,No,Yes,4,No,No,No,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,89.91,343.19,0,85.7975,0-1 Yr
Female,1,No,No,56,Yes,No,No,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,54.73,3051.17,0,54.48517857142857,4-5 Yrs
Female,1,Yes,No,27,Yes,No,No,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),22.64,611.93,0,22.664074074074072,2-4 Yrs
Male,0,Yes,Yes,68,Yes,Yes,No,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),34.1,2304.9,0,33.89558823529412,5+ Yrs
Female,0,Yes,Yes,58,Yes,No,No,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),32.0,1884.35,1,32.48879310344827,4-5 Yrs
Male,0,No,Yes,32,Yes,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.09,2546.35,1,79.5734375,2-4 Yrs
Female,1,Yes,No,61,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,109.61,6694.66,0,109.74852459016394,5+ Yrs
Male,0,No,Yes,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),98.89,4840.21,1,98.77979591836734,4-5 Yrs
Male,1,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,73.74,1299.6,0,72.19999999999999,1-2 Yrs
Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),61.06,4167.42,0,61.28558823529412,5+ Yrs
Male,0,Yes,No,65,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),81.11,5290.71,0,81.39553846153846,5+ Yrs
Female,0,Yes,No,46,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.27,2928.94,0,63.67260869565217,2-4 Yrs
Female,0,Yes,Yes,38,Yes,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),43.1,1590.5,0,41.85526315789474,2-4 Yrs
Female,0,Yes,No,67,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,87.28,5887.67,1,87.87567164179104,5+ Yrs
Male,0,No,No,32,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,107.07,3410.05,0,106.5640625,2-4 Yrs
Male,0,Yes,Yes,12,Yes,No,No,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,56.03,696.78,1,58.065,1-2 Yrs
Female,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,103.84,5529.5,0,104.33018867924528,4-5 Yrs
Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),61.97,386.88,0,64.48,0-1 Yr
Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,58.94,755.71,1,58.13153846153846,1-2 Yrs
Female,1,No,Yes,18,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),20.89,386.86,0,21.492222222222225,1-2 Yrs
Female,1,Yes,Yes,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),88.92,4666.78,1,88.05245283018867,4-5 Yrs
Female,1,No,No,19,Yes,Yes,No,Yes,No,Yes,No,No,No,One year,No,Mailed check,100.37,1933.22,0,101.74842105263158,1-2 Yrs
Male,1,No,No,28,Yes,No,No,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),85.68,2359.0,0,84.25,2-4 Yrs
Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,33.44,758.8,1,32.99130434782609,1-2 Yrs
Male,0,No,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,28.54,1729.84,1,27.90064516129032,5+ Yrs
Female,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),76.43,4313.79,0,77.03196428571428,4-5 Yrs
Female,0,Yes,No,7,Yes,No,No,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,58.95,417.68,0,59.66857142857143,0-1 Yr
Female,0,No,Yes,61,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),61.77,3787.07,1,62.08311475409836,5+ Yrs
Male,0,Yes,Yes,28,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),116.72,3286.42,0,117.37214285714286,2-4 Yrs
Female,0,Yes,No,16,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,91.84,1503.6,0,93.975,1-2 Yrs
Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),60.0,3863.26,1,59.434769230769234,5+ Yrs
Female,0,Yes,Yes,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.95,115.72,0,23.144,0-1 Yr
Female,0,No,Yes,57,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),21.48,1231.87,0,21.61175438596491,4-5 Yrs
Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,87.85,5926.89,0,87.16014705882354,5+ Yrs
Male,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,103.45,2763.29,0,102.34407407407407,2-4 Yrs
Female,1,No,Yes,61,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),90.19,5478.35,1,89.80901639344263,5+ Yrs
Male,0,Yes,Yes,40,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),59.4,2333.26,0,58.331500000000005,2-4 Yrs
Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),21.18,1425.71,0,20.966323529411767,5+ Yrs
Female,1,No,Yes,40,Yes,No,No,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),116.67,4619.52,1,115.48800000000001,2-4 Yrs
Female,1,No,Yes,48,No,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),118.61,5698.6,1,118.72083333333335,4-5 Yrs
Male,1,No,Yes,48,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),74.04,3525.07,0,73.43895833333333,4-5 Yrs
Female,0,No,Yes,70,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,25.21,1743.4,0,24.905714285714286,5+ Yrs
Male,0,No,Yes,2,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Mailed check,73.18,187.41,0,93.705,0-1 Yr
Female,0,No,No,9,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,109.02,981.46,0,109.05111111111111,0-1 Yr
Male,0,No,Yes,34,Yes,Yes,No,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),87.36,2947.14,0,86.68058823529411,2-4 Yrs
Female,0,Yes,No,1,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,91.44,101.29,0,101.29,0-1 Yr
Male,0,No,Yes,23,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,26.67,583.58,1,25.373043478260872,1-2 Yrs
Male,0,No,Yes,37,Yes,No,No,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,28.86,1025.26,1,27.70972972972973,2-4 Yrs
Male,0,No,Yes,21,Yes,No,No,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,30.99,602.88,0,28.708571428571428,1-2 Yrs
Female,0,Yes,Yes,25,Yes,No,No,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),110.25,2801.4,0,112.056,2-4 Yrs
Male,0,Yes,No,42,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),71.64,3031.34,0,72.17476190476191,2-4 Yrs
Male,0,No,Yes,54,No,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),98.74,5361.95,0,99.29537037037036,4-5 Yrs
Female,0,No,Yes,38,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),29.76,1178.97,0,31.025526315789474,2-4 Yrs
Female,0,No,No,28,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Electronic check,112.62,3196.52,1,114.16142857142857,2-4 Yrs
Male,1,Yes,No,19,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),101.76,1957.13,0,103.00684210526316,1-2 Yrs
Male,0,Yes,Yes,40,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,40.93,1656.6,0,41.415,2-4 Yrs
Female,0,No,No,53,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),107.17,5663.69,1,106.8620754716981,4-5 Yrs
Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,44.87,812.93,0,42.78578947368421,1-2 Yrs
Female,0,No,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),38.94,708.29,0,39.349444444444444,1-2 Yrs
Female,0,Yes,Yes,65,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),44.95,2929.38,0,45.06738461538462,5+ Yrs
Female,0,Yes,Yes,29,Yes,No,No,No,No,Yes,No,No,No,Two year,No,Electronic check,110.82,3259.0,0,112.37931034482759,2-4 Yrs
Male,0,No,Yes,52,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),111.39,5786.54,1,111.27961538461538,4-5 Yrs
Female,0,No,No,33,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.56,1720.56,0,52.13818181818181,2-4 Yrs
Male,1,No,Yes,21,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,89.95,1896.45,0,90.30714285714286,1-2 Yrs
Male,0,No,No,66,Yes,No,No,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),86.93,5705.06,0,86.44030303030304,5+ Yrs
Male,0,Yes,Yes,5,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.27,510.56,0,102.112,0-1 Yr
Female,1,Yes,Yes,26,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Mailed check,48.24,1258.25,0,48.39423076923077,2-4 Yrs
Male,1,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),70.03,629.66,1,69.96222222222222,0-1 Yr
Male,0,No,Yes,47,No,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),86.1,4048.04,0,86.12851063829787,2-4 Yrs
Female,0,Yes,No,69,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,20.68,1393.32,1,20.19304347826087,5+ Yrs
Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,56.43,3269.29,0,56.36706896551724,4-5 Yrs
Male,0,Yes,Yes,58,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.98,5171.41,1,89.16224137931034,4-5 Yrs
Female,0,No,No,1,Yes,No,No,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,43.76,42.7,0,42.7,0-1 Yr
Male,0,No,Yes,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,115.69,3238.19,1,115.64964285714287,2-4 Yrs
Male,0,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,21.08,1370.11,0,20.449402985074624,5+ Yrs
Male,1,No,No,64,Yes,Yes,No,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,115.72,7375.16,0,115.236875,5+ Yrs
Female,1,No,Yes,25,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,40.11,984.85,0,39.394,2-4 Yrs
Female,0,Yes,No,9,Yes,No,No,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),22.98,198.75,1,22.083333333333332,0-1 Yr
Female,0,No,Yes,52,No,Yes,No,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,47.83,2496.55,0,48.010576923076925,4-5 Yrs
Male,0,No,Yes,58,Yes,No,No,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),98.2,5731.93,0,98.82637931034483,4-5 Yrs
Male,0,No,Yes,21,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),94.75,1955.67,0,93.12714285714286,1-2 Yrs
Female,0,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,39.3,1916.51,0,38.3302,4-5 Yrs
Male,0,Yes,Yes,47,Yes,No,No,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,38.07,1784.21,0,37.96191489361702,2-4 Yrs
Male,0,No,No,20,Yes,No,No,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),83.54,1664.01,0,83.2005,1-2 Yrs
Female,0,Yes,No,21,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),64.72,1364.31,0,64.96714285714286,1-2 Yrs
Female,0,No,No,29,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),98.81,2898.81,0,99.95896551724138,2-4 Yrs
Male,0,No,No,24,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,20.46,521.28,1,21.72,2-4 Yrs
